id,subscribe_pred,subscribe_prob
25605,0,0.11
25606,0,0.12
25607,0,0.0
25608,0,0.0
25609,1,0.21
25610,0,0.08
25611,1,0.27
25612,1,0.44
25613,0,0.01
25614,0,0.09
25615,1,0.45
25616,1,0.25
25617,0,0.16
25618,0,0.07
25619,0,0.09
25620,0,0.11
25621,0,0.18
25622,0,0.01
25623,0,0.07
25624,1,0.41
25625,0,0.16
25626,0,0.08
25627,0,0.02
25628,0,0.14
25629,0,0.01
25630,0,0.03
25631,0,0.03
25632,0,0.06
25633,0,0.07
25634,1,0.2
25635,0,0.0
25636,1,0.34
25637,0,0.08
25638,0,0.04
25639,1,0.25
25640,1,0.53
25641,0,0.06
25642,1,0.43
25643,0,0.11
25644,0,0.12
25645,0,0.02
25646,0,0.01
25647,0,0.13
25648,1,0.29
25649,0,0.09
25650,1,0.32
25651,1,0.5
25652,0,0.07
25653,0,0.01
25654,0,0.04
25655,0,0.06
25656,1,0.29
25657,0,0.08
25658,0,0.17
25659,0,0.05
25660,0,0.08
25661,1,0.38
25662,0,0.1
25663,0,0.0
25664,0,0.04
25665,1,0.38
25666,0,0.0
25667,0,0.11
25668,0,0.05
25669,0,0.0
25670,0,0.19
25671,1,0.26
25672,0,0.16
25673,0,0.01
25674,0,0.05
25675,1,0.24
25676,0,0.0
25677,0,0.04
25678,0,0.01
25679,0,0.02
25680,1,0.28
25681,0,0.06
25682,0,0.07
25683,0,0.11
25684,0,0.05
25685,1,0.2
25686,0,0.11
25687,0,0.06
25688,0,0.17
25689,0,0.08
25690,1,0.34
25691,0,0.01
25692,0,0.11
25693,0,0.08
25694,0,0.14
25695,0,0.19
25696,0,0.16
25697,0,0.05
25698,0,0.0
25699,0,0.11
25700,0,0.13
25701,0,0.02
25702,0,0.14
25703,0,0.01
25704,0,0.01
25705,0,0.01
25706,1,0.22
25707,0,0.1
25708,0,0.12
25709,0,0.03
25710,1,0.21
25711,0,0.19
25712,0,0.0
25713,1,0.23
25714,0,0.01
25715,0,0.03
25716,0,0.0
25717,0,0.05
25718,1,0.29
25719,0,0.0
25720,0,0.04
25721,1,0.23
25722,0,0.08
25723,0,0.0
25724,0,0.06
25725,0,0.11
25726,0,0.09
25727,0,0.02
25728,0,0.14
25729,0,0.09
25730,1,0.27
25731,0,0.12
25732,0,0.01
25733,0,0.12
25734,0,0.05
25735,0,0.12
25736,0,0.02
25737,0,0.11
25738,0,0.04
25739,0,0.1
25740,1,0.26
25741,0,0.13
25742,0,0.07
25743,0,0.07
25744,0,0.1
25745,0,0.01
25746,0,0.02
25747,0,0.12
25748,1,0.24
25749,0,0.0
25750,0,0.03
25751,1,0.33
25752,0,0.0
25753,1,0.39
25754,1,0.45
25755,1,0.4
25756,1,0.4
25757,0,0.03
25758,1,0.24
25759,0,0.19
25760,0,0.02
25761,0,0.0
25762,0,0.02
25763,1,0.43
25764,1,0.25
25765,0,0.08
25766,0,0.02
25767,0,0.01
25768,0,0.01
25769,0,0.07
25770,0,0.02
25771,1,0.24
25772,1,0.29
25773,0,0.0
25774,1,0.27
25775,0,0.01
25776,0,0.11
25777,1,0.4
25778,0,0.0
25779,0,0.18
25780,0,0.02
25781,0,0.02
25782,0,0.17
25783,0,0.11
25784,1,0.21
25785,0,0.08
25786,0,0.13
25787,0,0.15
25788,0,0.03
25789,1,0.27
25790,0,0.08
25791,0,0.1
25792,0,0.08
25793,0,0.04
25794,0,0.04
25795,0,0.09
25796,0,0.01
25797,0,0.06
25798,0,0.03
25799,0,0.02
25800,0,0.06
25801,1,0.26
25802,0,0.01
25803,0,0.01
25804,1,0.2
25805,0,0.03
25806,0,0.1
25807,1,0.21
25808,0,0.02
25809,0,0.16
25810,0,0.05
25811,0,0.17
25812,0,0.0
25813,0,0.08
25814,0,0.09
25815,0,0.05
25816,1,0.41
25817,1,0.49
25818,0,0.07
25819,0,0.01
25820,1,0.36
25821,0,0.1
25822,0,0.05
25823,1,0.22
25824,0,0.02
25825,0,0.05
25826,0,0.05
25827,0,0.13
25828,0,0.12
25829,0,0.01
25830,0,0.11
25831,0,0.0
25832,0,0.08
25833,0,0.0
25834,0,0.18
25835,1,0.56
25836,0,0.01
25837,1,0.62
25838,0,0.08
25839,0,0.13
25840,0,0.01
25841,0,0.0
25842,0,0.0
25843,0,0.0
25844,0,0.06
25845,0,0.07
25846,0,0.13
25847,1,0.21
25848,1,0.25
25849,1,0.2
25850,0,0.0
25851,0,0.02
25852,0,0.09
25853,0,0.09
25854,1,0.2
25855,0,0.0
25856,1,0.31
25857,0,0.06
25858,1,0.38
25859,0,0.06
25860,0,0.0
25861,0,0.11
25862,0,0.0
25863,0,0.01
25864,0,0.09
25865,0,0.18
25866,0,0.08
25867,0,0.04
25868,0,0.01
25869,1,0.26
25870,1,0.24
25871,0,0.01
25872,0,0.01
25873,0,0.0
25874,0,0.0
25875,0,0.04
25876,1,0.42
25877,1,0.28
25878,0,0.12
25879,0,0.07
25880,0,0.03
25881,1,0.44
25882,0,0.18
25883,0,0.03
25884,0,0.18
25885,0,0.0
25886,0,0.12
25887,0,0.03
25888,1,0.21
25889,0,0.18
25890,0,0.1
25891,1,0.49
25892,0,0.01
25893,0,0.05
25894,0,0.06
25895,0,0.1
25896,0,0.09
25897,0,0.15
25898,0,0.16
25899,0,0.02
25900,0,0.09
25901,0,0.11
25902,1,0.49
25903,1,0.36
25904,0,0.06
25905,0,0.0
25906,0,0.13
25907,0,0.05
25908,0,0.0
25909,0,0.01
25910,0,0.13
25911,1,0.24
25912,0,0.02
25913,1,0.27
25914,0,0.01
25915,1,0.32
25916,0,0.0
25917,0,0.02
25918,0,0.14
25919,0,0.14
25920,0,0.0
25921,0,0.18
25922,0,0.0
25923,1,0.34
25924,1,0.42
25925,0,0.1
25926,1,0.41
25927,1,0.35
25928,0,0.14
25929,0,0.0
25930,0,0.09
25931,0,0.11
25932,0,0.06
25933,0,0.02
25934,0,0.0
25935,0,0.05
25936,0,0.02
25937,0,0.01
25938,0,0.09
25939,0,0.02
25940,0,0.0
25941,1,0.33
25942,0,0.0
25943,0,0.01
25944,0,0.01
25945,0,0.01
25946,0,0.0
25947,0,0.01
25948,0,0.08
25949,1,0.41
25950,0,0.02
25951,0,0.06
25952,0,0.19
25953,0,0.0
25954,0,0.03
25955,1,0.36
25956,0,0.03
25957,0,0.01
25958,0,0.0
25959,0,0.16
25960,0,0.06
25961,1,0.38
25962,1,0.32
25963,0,0.03
25964,0,0.01
25965,1,0.2
25966,0,0.02
25967,0,0.0
25968,0,0.11
25969,0,0.08
25970,0,0.13
25971,0,0.05
25972,0,0.16
25973,0,0.02
25974,0,0.16
25975,0,0.03
25976,0,0.12
25977,0,0.08
25978,1,0.24
25979,0,0.06
25980,0,0.09
25981,0,0.19
25982,1,0.28
25983,0,0.02
25984,1,0.33
25985,0,0.13
25986,0,0.05
25987,0,0.0
25988,1,0.25
25989,0,0.03
25990,0,0.15
25991,0,0.06
25992,0,0.0
25993,0,0.09
25994,0,0.01
25995,0,0.11
25996,1,0.29
25997,0,0.06
25998,0,0.07
25999,0,0.03
26000,0,0.11
26001,0,0.09
26002,0,0.02
26003,0,0.06
26004,0,0.13
26005,1,0.27
26006,0,0.16
26007,0,0.02
26008,0,0.07
26009,0,0.06
26010,0,0.08
26011,0,0.02
26012,0,0.01
26013,1,0.21
26014,0,0.09
26015,0,0.11
26016,0,0.0
26017,0,0.0
26018,1,0.31
26019,1,0.24
26020,0,0.05
26021,1,0.27
26022,0,0.04
26023,1,0.27
26024,0,0.1
26025,1,0.36
26026,1,0.21
26027,0,0.0
26028,0,0.16
26029,0,0.01
26030,0,0.02
26031,0,0.05
26032,0,0.07
26033,0,0.01
26034,0,0.07
26035,0,0.03
26036,0,0.08
26037,0,0.12
26038,0,0.13
26039,0,0.01
26040,0,0.01
26041,1,0.28
26042,0,0.08
26043,1,0.57
26044,1,0.39
26045,0,0.0
26046,0,0.09
26047,0,0.02
26048,0,0.05
26049,0,0.03
26050,0,0.16
26051,0,0.0
26052,0,0.18
26053,0,0.1
26054,0,0.0
26055,0,0.0
26056,0,0.02
26057,0,0.11
26058,1,0.2
26059,0,0.0
26060,0,0.01
26061,0,0.04
26062,0,0.11
26063,0,0.06
26064,0,0.0
26065,1,0.28
26066,0,0.02
26067,0,0.19
26068,0,0.04
26069,0,0.0
26070,0,0.0
26071,0,0.08
26072,0,0.09
26073,0,0.11
26074,0,0.05
26075,1,0.26
26076,0,0.09
26077,0,0.13
26078,0,0.15
26079,0,0.09
26080,0,0.04
26081,0,0.13
26082,0,0.12
26083,1,0.29
26084,0,0.09
26085,0,0.02
26086,0,0.02
26087,0,0.13
26088,0,0.01
26089,0,0.01
26090,0,0.05
26091,0,0.01
26092,0,0.0
26093,0,0.0
26094,0,0.12
26095,0,0.07
26096,0,0.0
26097,0,0.07
26098,0,0.09
26099,1,0.42
26100,0,0.1
26101,0,0.06
26102,1,0.38
26103,0,0.02
26104,0,0.01
26105,0,0.04
26106,0,0.14
26107,0,0.01
26108,0,0.0
26109,1,0.4
26110,0,0.04
26111,0,0.08
26112,0,0.02
26113,0,0.0
26114,0,0.11
26115,0,0.0
26116,0,0.09
26117,1,0.41
26118,0,0.01
26119,0,0.19
26120,0,0.0
26121,1,0.59
26122,0,0.06
26123,0,0.13
26124,0,0.06
26125,1,0.21
26126,0,0.11
26127,0,0.02
26128,1,0.23
26129,0,0.14
26130,0,0.08
26131,0,0.12
26132,0,0.05
26133,0,0.0
26134,0,0.15
26135,0,0.03
26136,1,0.24
26137,0,0.01
26138,0,0.11
26139,1,0.23
26140,0,0.05
26141,1,0.27
26142,1,0.35
26143,0,0.1
26144,0,0.09
26145,1,0.37
26146,0,0.09
26147,0,0.05
26148,1,0.47
26149,0,0.1
26150,0,0.16
26151,0,0.02
26152,1,0.39
26153,0,0.02
26154,0,0.02
26155,0,0.02
26156,1,0.37
26157,1,0.22
26158,0,0.04
26159,1,0.23
26160,0,0.13
26161,0,0.01
26162,0,0.07
26163,1,0.41
26164,0,0.07
26165,0,0.18
26166,0,0.01
26167,0,0.15
26168,0,0.11
26169,0,0.05
26170,0,0.14
26171,0,0.09
26172,0,0.08
26173,0,0.03
26174,1,0.3
26175,0,0.01
26176,0,0.02
26177,0,0.02
26178,0,0.0
26179,0,0.19
26180,0,0.16
26181,0,0.05
26182,0,0.01
26183,0,0.03
26184,0,0.05
26185,1,0.27
26186,0,0.0
26187,0,0.15
26188,0,0.0
26189,1,0.31
26190,1,0.45
26191,1,0.41
26192,0,0.15
26193,0,0.15
26194,1,0.41
26195,0,0.11
26196,1,0.37
26197,0,0.07
26198,0,0.09
26199,0,0.06
26200,1,0.24
26201,0,0.03
26202,1,0.27
26203,0,0.01
26204,0,0.0
26205,0,0.12
26206,1,0.44
26207,0,0.09
26208,0,0.0
26209,0,0.07
26210,0,0.03
26211,0,0.13
26212,0,0.04
26213,0,0.01
26214,0,0.0
26215,0,0.01
26216,0,0.05
26217,0,0.0
26218,0,0.02
26219,1,0.34
26220,0,0.0
26221,0,0.0
26222,0,0.17
26223,0,0.01
26224,0,0.02
26225,1,0.37
26226,1,0.46
26227,0,0.05
26228,0,0.15
26229,0,0.11
26230,0,0.15
26231,0,0.03
26232,0,0.18
26233,0,0.09
26234,0,0.15
26235,0,0.18
26236,0,0.02
26237,0,0.01
26238,0,0.19
26239,0,0.0
26240,0,0.1
26241,1,0.29
26242,1,0.44
26243,0,0.06
26244,0,0.08
26245,0,0.14
26246,0,0.15
26247,0,0.01
26248,0,0.1
26249,0,0.07
26250,0,0.02
26251,0,0.0
26252,0,0.08
26253,0,0.06
26254,1,0.53
26255,0,0.05
26256,0,0.16
26257,0,0.04
26258,0,0.05
26259,0,0.13
26260,0,0.04
26261,0,0.04
26262,0,0.0
26263,0,0.03
26264,0,0.02
26265,0,0.07
26266,0,0.07
26267,0,0.11
26268,0,0.12
26269,0,0.16
26270,0,0.1
26271,0,0.1
26272,0,0.02
26273,0,0.16
26274,0,0.11
26275,0,0.1
26276,0,0.0
26277,0,0.11
26278,0,0.15
26279,0,0.0
26280,0,0.02
26281,0,0.04
26282,0,0.15
26283,1,0.24
26284,0,0.07
26285,1,0.25
26286,0,0.0
26287,0,0.13
26288,0,0.07
26289,0,0.05
26290,0,0.07
26291,0,0.0
26292,0,0.18
26293,1,0.3
26294,0,0.19
26295,0,0.01
26296,0,0.0
26297,1,0.2
26298,1,0.32
26299,0,0.07
26300,1,0.27
26301,0,0.17
26302,1,0.22
26303,0,0.14
26304,0,0.04
26305,0,0.11
26306,0,0.07
26307,0,0.0
26308,1,0.57
26309,0,0.02
26310,1,0.29
26311,0,0.0
26312,0,0.11
26313,0,0.08
26314,0,0.07
26315,0,0.0
26316,1,0.2
26317,1,0.36
26318,1,0.29
26319,0,0.11
26320,0,0.17
26321,1,0.35
26322,1,0.22
26323,0,0.13
26324,0,0.1
26325,0,0.03
26326,1,0.25
26327,0,0.14
26328,0,0.02
26329,0,0.1
26330,0,0.0
26331,1,0.2
26332,0,0.02
26333,0,0.06
26334,1,0.24
26335,0,0.06
26336,1,0.21
26337,0,0.01
26338,1,0.25
26339,0,0.06
26340,0,0.12
26341,0,0.01
26342,0,0.08
26343,0,0.17
26344,0,0.07
26345,0,0.1
26346,0,0.0
26347,0,0.04
26348,0,0.01
26349,0,0.06
26350,1,0.28
26351,0,0.11
26352,1,0.41
26353,0,0.0
26354,1,0.2
26355,0,0.03
26356,0,0.13
26357,0,0.12
26358,0,0.05
26359,0,0.08
26360,0,0.04
26361,1,0.38
26362,0,0.02
26363,0,0.04
26364,1,0.26
26365,1,0.29
26366,0,0.11
26367,0,0.05
26368,1,0.26
26369,1,0.41
26370,0,0.0
26371,1,0.23
26372,0,0.14
26373,1,0.28
26374,0,0.03
26375,0,0.01
26376,1,0.31
26377,0,0.06
26378,0,0.18
26379,0,0.0
26380,0,0.07
26381,0,0.08
26382,0,0.01
26383,0,0.01
26384,0,0.13
26385,0,0.03
26386,0,0.06
26387,1,0.4
26388,0,0.07
26389,1,0.31
26390,0,0.04
26391,0,0.0
26392,0,0.14
26393,0,0.04
26394,1,0.49
26395,0,0.02
26396,0,0.0
26397,0,0.08
26398,0,0.07
26399,1,0.36
26400,0,0.19
26401,1,0.2
26402,0,0.01
26403,0,0.0
26404,0,0.0
26405,0,0.17
26406,0,0.09
26407,0,0.0
26408,1,0.39
26409,1,0.2
26410,1,0.25
26411,1,0.29
26412,0,0.06
26413,0,0.07
26414,0,0.0
26415,0,0.0
26416,0,0.08
26417,0,0.11
26418,0,0.11
26419,0,0.01
26420,1,0.28
26421,0,0.03
26422,1,0.23
26423,0,0.05
26424,0,0.0
26425,1,0.25
26426,0,0.01
26427,0,0.16
26428,0,0.0
26429,0,0.04
26430,0,0.0
26431,1,0.22
26432,0,0.1
26433,0,0.07
26434,0,0.09
26435,1,0.29
26436,0,0.05
26437,1,0.29
26438,0,0.0
26439,0,0.03
26440,0,0.04
26441,0,0.06
26442,0,0.19
26443,0,0.18
26444,1,0.54
26445,0,0.0
26446,0,0.08
26447,0,0.05
26448,0,0.18
26449,0,0.07
26450,0,0.01
26451,0,0.07
26452,0,0.11
26453,0,0.01
26454,1,0.28
26455,0,0.06
26456,0,0.09
26457,1,0.36
26458,0,0.05
26459,0,0.02
26460,0,0.07
26461,0,0.0
26462,0,0.05
26463,0,0.03
26464,0,0.08
26465,0,0.14
26466,0,0.02
26467,0,0.0
26468,0,0.18
26469,0,0.06
26470,0,0.14
26471,1,0.33
26472,1,0.29
26473,0,0.18
26474,1,0.49
26475,1,0.37
26476,1,0.33
26477,0,0.0
26478,1,0.51
26479,0,0.0
26480,0,0.06
26481,1,0.25
26482,1,0.54
26483,0,0.08
26484,0,0.08
26485,0,0.15
26486,1,0.45
26487,0,0.05
26488,0,0.03
26489,0,0.08
26490,0,0.01
26491,0,0.06
26492,1,0.5
26493,0,0.18
26494,0,0.03
26495,0,0.07
26496,0,0.08
26497,1,0.45
26498,0,0.06
26499,0,0.0
26500,0,0.05
26501,0,0.1
26502,0,0.0
26503,0,0.08
26504,1,0.22
26505,0,0.04
26506,0,0.01
26507,0,0.14
26508,0,0.07
26509,0,0.13
26510,0,0.0
26511,0,0.04
26512,0,0.09
26513,0,0.14
26514,1,0.32
26515,0,0.09
26516,0,0.12
26517,1,0.3
26518,0,0.1
26519,1,0.33
26520,0,0.14
26521,1,0.24
26522,0,0.04
26523,0,0.01
26524,0,0.0
26525,0,0.18
26526,1,0.22
26527,0,0.01
26528,0,0.16
26529,1,0.28
26530,0,0.07
26531,0,0.18
26532,1,0.34
26533,1,0.3
26534,0,0.08
26535,0,0.07
26536,0,0.01
26537,0,0.12
26538,0,0.13
26539,0,0.13
26540,1,0.31
26541,0,0.03
26542,0,0.03
26543,0,0.04
26544,0,0.06
26545,0,0.03
26546,0,0.0
26547,1,0.41
26548,0,0.09
26549,0,0.04
26550,0,0.03
26551,0,0.09
26552,0,0.05
26553,1,0.33
26554,0,0.06
26555,0,0.07
26556,0,0.01
26557,0,0.03
26558,1,0.42
26559,0,0.11
26560,0,0.0
26561,1,0.38
26562,0,0.15
26563,0,0.04
26564,1,0.29
26565,0,0.06
26566,0,0.18
26567,0,0.09
26568,1,0.29
26569,0,0.07
26570,0,0.09
26571,0,0.01
26572,0,0.09
26573,0,0.11
26574,1,0.26
26575,0,0.06
26576,0,0.18
26577,0,0.01
26578,1,0.35
26579,0,0.03
26580,1,0.21
26581,0,0.06
26582,0,0.15
26583,0,0.06
26584,1,0.2
26585,0,0.03
26586,0,0.06
26587,0,0.0
26588,1,0.21
26589,0,0.01
26590,1,0.27
26591,0,0.0
26592,0,0.12
26593,1,0.29
26594,0,0.08
26595,0,0.07
26596,1,0.37
26597,1,0.22
26598,0,0.0
26599,1,0.32
26600,0,0.1
26601,1,0.2
26602,0,0.19
26603,0,0.01
26604,0,0.0
26605,0,0.0
26606,0,0.11
26607,0,0.0
26608,0,0.18
26609,0,0.06
26610,0,0.01
26611,0,0.12
26612,0,0.04
26613,0,0.02
26614,1,0.33
26615,1,0.35
26616,1,0.33
26617,0,0.0
26618,1,0.41
26619,0,0.12
26620,0,0.12
26621,0,0.08
26622,0,0.08
26623,0,0.06
26624,1,0.29
26625,0,0.0
26626,1,0.21
26627,0,0.08
26628,0,0.0
26629,1,0.41
26630,0,0.06
26631,1,0.28
26632,0,0.02
26633,0,0.01
26634,0,0.09
26635,0,0.02
26636,0,0.0
26637,1,0.35
26638,0,0.06
26639,0,0.14
26640,0,0.07
26641,0,0.01
26642,0,0.09
26643,1,0.35
26644,0,0.12
26645,1,0.42
26646,0,0.0
26647,0,0.06
26648,0,0.07
26649,0,0.1
26650,0,0.08
26651,0,0.1
26652,1,0.37
26653,0,0.0
26654,0,0.08
26655,1,0.49
26656,0,0.08
26657,0,0.04
26658,0,0.06
26659,1,0.46
26660,0,0.09
26661,0,0.05
26662,0,0.05
26663,0,0.02
26664,0,0.06
26665,0,0.16
26666,0,0.01
26667,1,0.45
26668,1,0.49
26669,0,0.01
26670,0,0.0
26671,0,0.08
26672,1,0.28
26673,0,0.17
26674,0,0.05
26675,0,0.01
26676,0,0.07
26677,0,0.05
26678,0,0.07
26679,0,0.09
26680,0,0.06
26681,0,0.09
26682,0,0.08
26683,0,0.0
26684,0,0.0
26685,0,0.06
26686,0,0.1
26687,0,0.02
26688,0,0.16
26689,0,0.05
26690,0,0.01
26691,0,0.14
26692,0,0.06
26693,0,0.14
26694,0,0.02
26695,0,0.03
26696,1,0.27
26697,0,0.08
26698,0,0.08
26699,0,0.03
26700,0,0.0
26701,0,0.1
26702,0,0.1
26703,1,0.23
26704,1,0.38
26705,0,0.16
26706,0,0.04
26707,1,0.28
26708,0,0.12
26709,1,0.29
26710,0,0.13
26711,0,0.07
26712,0,0.13
26713,0,0.11
26714,0,0.04
26715,0,0.02
26716,0,0.01
26717,0,0.03
26718,0,0.02
26719,1,0.3
26720,0,0.05
26721,0,0.08
26722,0,0.04
26723,0,0.0
26724,1,0.25
26725,0,0.1
26726,0,0.02
26727,0,0.0
26728,0,0.02
26729,0,0.12
26730,0,0.04
26731,0,0.0
26732,0,0.11
26733,1,0.33
26734,0,0.03
26735,0,0.0
26736,0,0.1
26737,1,0.26
26738,0,0.14
26739,0,0.06
26740,1,0.34
26741,0,0.01
26742,1,0.35
26743,0,0.08
26744,1,0.25
26745,0,0.14
26746,0,0.0
26747,0,0.07
26748,1,0.32
26749,0,0.05
26750,1,0.29
26751,0,0.07
26752,0,0.01
26753,0,0.09
26754,0,0.01
26755,0,0.14
26756,0,0.17
26757,0,0.0
26758,1,0.28
26759,0,0.16
26760,0,0.07
26761,0,0.04
26762,0,0.01
26763,0,0.03
26764,1,0.21
26765,1,0.22
26766,0,0.04
26767,0,0.15
26768,0,0.07
26769,0,0.01
26770,1,0.27
26771,0,0.0
26772,0,0.0
26773,0,0.06
26774,0,0.08
26775,0,0.0
26776,0,0.01
26777,0,0.05
26778,1,0.32
26779,0,0.15
26780,0,0.0
26781,0,0.05
26782,0,0.02
26783,0,0.0
26784,0,0.01
26785,0,0.0
26786,0,0.14
26787,0,0.12
26788,0,0.16
26789,1,0.26
26790,0,0.16
26791,0,0.14
26792,0,0.13
26793,0,0.0
26794,0,0.07
26795,0,0.06
26796,0,0.01
26797,0,0.11
26798,0,0.12
26799,0,0.0
26800,0,0.0
26801,0,0.07
26802,0,0.09
26803,0,0.09
26804,0,0.02
26805,0,0.06
26806,0,0.04
26807,0,0.1
26808,0,0.0
26809,0,0.03
26810,0,0.02
26811,0,0.02
26812,0,0.0
26813,0,0.15
26814,0,0.07
26815,0,0.08
26816,0,0.05
26817,0,0.17
26818,0,0.06
26819,0,0.04
26820,1,0.45
26821,1,0.31
26822,0,0.01
26823,0,0.08
26824,0,0.07
26825,0,0.04
26826,0,0.0
26827,0,0.16
26828,0,0.04
26829,0,0.02
26830,0,0.18
26831,1,0.2
26832,0,0.04
26833,0,0.01
26834,0,0.01
26835,0,0.01
26836,0,0.05
26837,0,0.04
26838,0,0.07
26839,0,0.0
26840,0,0.02
26841,0,0.0
26842,0,0.06
26843,0,0.02
26844,0,0.18
26845,0,0.01
26846,0,0.1
26847,0,0.0
26848,0,0.01
26849,0,0.11
26850,0,0.0
26851,0,0.01
26852,0,0.08
26853,0,0.0
26854,0,0.05
26855,0,0.1
26856,0,0.09
26857,0,0.18
26858,0,0.03
26859,1,0.28
26860,0,0.11
26861,0,0.09
26862,0,0.12
26863,1,0.39
26864,0,0.03
26865,0,0.0
26866,0,0.03
26867,0,0.13
26868,0,0.14
26869,0,0.0
26870,0,0.06
26871,0,0.0
26872,0,0.03
26873,1,0.25
26874,0,0.09
26875,0,0.19
26876,1,0.31
26877,0,0.0
26878,0,0.0
26879,0,0.09
26880,0,0.18
26881,0,0.19
26882,0,0.11
26883,0,0.05
26884,0,0.02
26885,1,0.27
26886,0,0.01
26887,0,0.0
26888,1,0.4
26889,0,0.14
26890,0,0.07
26891,0,0.02
26892,0,0.02
26893,0,0.08
26894,0,0.05
26895,0,0.01
26896,1,0.56
26897,0,0.07
26898,1,0.33
26899,0,0.01
26900,0,0.0
26901,0,0.03
26902,1,0.44
26903,0,0.01
26904,0,0.1
26905,0,0.01
26906,0,0.1
26907,1,0.32
26908,0,0.01
26909,0,0.16
26910,1,0.58
26911,0,0.02
26912,0,0.03
26913,0,0.02
26914,0,0.06
26915,0,0.09
26916,0,0.02
26917,0,0.02
26918,1,0.21
26919,0,0.03
26920,0,0.01
26921,0,0.13
26922,0,0.15
26923,1,0.25
26924,1,0.2
26925,0,0.02
26926,0,0.14
26927,0,0.01
26928,0,0.08
26929,0,0.11
26930,0,0.06
26931,0,0.06
26932,0,0.06
26933,1,0.5
26934,1,0.5
26935,1,0.43
26936,0,0.1
26937,1,0.48
26938,0,0.0
26939,0,0.07
26940,0,0.06
26941,1,0.51
26942,0,0.09
26943,0,0.08
26944,0,0.09
26945,0,0.06
26946,0,0.08
26947,1,0.28
26948,0,0.06
26949,0,0.1
26950,0,0.0
26951,0,0.11
26952,0,0.11
26953,0,0.1
26954,0,0.11
26955,0,0.1
26956,0,0.01
26957,1,0.27
26958,0,0.05
26959,1,0.21
26960,0,0.02
26961,0,0.0
26962,0,0.03
26963,1,0.48
26964,0,0.04
26965,0,0.06
26966,0,0.13
26967,0,0.18
26968,0,0.01
26969,0,0.02
26970,0,0.11
26971,0,0.02
26972,0,0.04
26973,0,0.11
26974,0,0.0
26975,0,0.04
26976,0,0.13
26977,1,0.22
26978,0,0.03
26979,1,0.23
26980,1,0.25
26981,0,0.0
26982,0,0.0
26983,0,0.11
26984,0,0.01
26985,0,0.05
26986,0,0.05
26987,0,0.11
26988,0,0.06
26989,1,0.4
26990,0,0.01
26991,0,0.03
26992,0,0.04
26993,0,0.0
26994,1,0.33
26995,1,0.28
26996,0,0.0
26997,0,0.09
26998,0,0.03
26999,0,0.12
27000,0,0.0
27001,0,0.04
27002,1,0.41
27003,1,0.26
27004,0,0.11
27005,0,0.07
27006,1,0.24
27007,0,0.01
27008,1,0.2
27009,0,0.12
27010,0,0.04
27011,0,0.0
27012,1,0.31
27013,0,0.09
27014,1,0.34
27015,0,0.01
27016,0,0.01
27017,0,0.05
27018,1,0.28
27019,0,0.09
27020,0,0.03
27021,0,0.04
27022,0,0.11
27023,0,0.07
27024,0,0.01
27025,1,0.26
27026,1,0.39
27027,0,0.0
27028,0,0.0
27029,0,0.08
27030,0,0.08
27031,0,0.03
27032,1,0.34
27033,1,0.3
27034,0,0.01
27035,0,0.11
27036,0,0.19
27037,0,0.05
27038,0,0.02
27039,0,0.09
27040,0,0.03
27041,0,0.09
27042,1,0.52
27043,0,0.13
27044,0,0.08
27045,0,0.02
27046,0,0.1
27047,0,0.06
27048,0,0.08
27049,0,0.03
27050,0,0.01
27051,0,0.03
27052,0,0.01
27053,1,0.6
27054,0,0.12
27055,1,0.57
27056,1,0.2
27057,0,0.0
27058,0,0.03
27059,0,0.07
27060,0,0.03
27061,0,0.04
27062,0,0.01
27063,0,0.01
27064,0,0.08
27065,0,0.0
27066,0,0.01
27067,1,0.24
27068,0,0.19
27069,0,0.01
27070,0,0.01
27071,0,0.14
27072,0,0.13
27073,0,0.03
27074,1,0.48
27075,0,0.0
27076,0,0.03
27077,0,0.09
27078,0,0.13
27079,0,0.01
27080,0,0.13
27081,0,0.0
27082,0,0.05
27083,0,0.11
27084,0,0.0
27085,0,0.06
27086,0,0.0
27087,0,0.06
27088,0,0.08
27089,0,0.01
27090,0,0.15
27091,1,0.46
27092,0,0.12
27093,0,0.05
27094,1,0.3
27095,0,0.0
27096,0,0.11
27097,1,0.52
27098,0,0.01
27099,0,0.07
27100,0,0.14
27101,0,0.01
27102,0,0.15
27103,0,0.0
27104,0,0.02
27105,0,0.11
27106,1,0.28
27107,0,0.11
27108,0,0.06
27109,0,0.0
27110,0,0.12
27111,0,0.06
27112,0,0.01
27113,0,0.03
27114,1,0.33
27115,0,0.1
27116,0,0.05
27117,0,0.1
27118,0,0.08
27119,0,0.1
27120,1,0.26
27121,1,0.3
27122,0,0.04
27123,0,0.04
27124,1,0.22
27125,1,0.26
27126,1,0.31
27127,0,0.04
27128,0,0.09
27129,0,0.05
27130,1,0.42
27131,0,0.04
27132,1,0.37
27133,1,0.28
27134,0,0.17
27135,0,0.01
27136,1,0.29
27137,0,0.01
27138,0,0.0
27139,0,0.11
27140,0,0.01
27141,0,0.07
27142,0,0.0
27143,1,0.48
27144,0,0.01
27145,0,0.02
27146,1,0.41
27147,0,0.05
27148,0,0.07
27149,1,0.44
27150,0,0.0
27151,1,0.36
27152,0,0.06
27153,0,0.1
27154,0,0.11
27155,0,0.11
27156,1,0.31
27157,0,0.18
